Day,Month,Year,Time,Digit1,Digit2,Digit3,Digit4,Digit5,Digit6,Digit7,Digit8,Digit9,Digit10
18,10,2022,5,6,9,25,31,32,38,42,44,50,51
19,10,2022,5,2,4,8,19,21,23,24,25,31,37
20,10,2022,5,1,3,6,10,16,22,25,28,37,38
21,10,2022,5,4,14,15,20,27,28,30,34,36,40
22,10,2022,5,7,20,23,26,28,32,34,35,38,42
23,10,2022,5,5,10,12,15,16,18,21,26,29,32
24,10,2022,5,7,9,11,21,22,24,26,38,47,48
25,10,2022,5,2,7,9,17,20,23,25,27,34,38
26,10,2022,5,3,14,24,25,28,29,30,32,37,38
27,10,2022,5,5,6,8,19,21,25,26,29,30,32
28,10,2022,5,4,11,16,24,26,30,35,36,39,44
29,10,2022,5,1,3,12,13,16,20,27,29,38,39
30,10,2022,5,1,4,9,12,13,14,15,17,20,21
31,10,2022,5,4,5,8,11,12,18,21,27,31,34
1,11,2022,5,3,6,15,17,20,22,24,26,28,29
2,11,2022,5,12,13,18,25,29,31,35,44,45,49
3,11,2022,5,10,12,15,16,24,26,28,38,40,41
4,11,2022,5,5,7,12,14,15,21,24,30,41,42
5,11,2022,5,3,10,11,12,19,21,26,28,39,40
6,11,2022,5,8,14,18,22,25,30,31,32,33,36
7,11,2022,5,1,5,8,13,18,22,24,25,26,39
8,11,2022,5,1,2,7,8,12,16,22,24,27,29
9,11,2022,5,3,6,10,11,14,15,32,33,38,40
10,11,2022,5,1,2,3,5,6,8,18,30,34,36
11,11,2022,5,6,16,18,19,22,29,30,31,37,39
12,11,2022,5,4,6,7,13,15,19,30,36,39,46
13,11,2022,5,2,3,9,12,13,17,20,24,29,33
14,11,2022,5,1,12,14,20,32,33,35,37,39,40
15,11,2022,5,2,3,7,11,14,18,25,26,28,40
16,11,2022,5,10,19,21,24,27,28,32,34,42,45
25,11,2022,5,6,8,15,17,19,20,31,35,42,46
26,11,2022,5,2,6,17,20,23,31,33,37,38,39
5,12,2022,5,7,12,13,17,20,21,25,26,35,40
6,12,2022,5,1,6,12,18,19,20,24,28,31,33
7,12,2022,5,3,14,22,25,32,36,41,43,46,47
8,12,2022,5,2,4,11,21,26,31,32,39,40,41
9,12,2022,5,2,11,22,23,32,35,36,40,44,46
10,12,2022,5,2,4,10,11,12,15,17,25,26,27
11,12,2022,5,1,12,13,18,23,24,25,27,29,36
12,12,2022,5,2,4,5,10,15,16,18,22,23,24
13,12,2022,5,3,8,9,10,15,17,21,32,37,38
14,12,2022,5,2,9,18,27,29,42,44,45,46,55
15,12,2022,5,14,16,17,18,20,21,24,27,34,35
16,12,2022,5,9,15,17,18,20,21,22,27,28,34
17,12,2022,5,12,13,17,21,28,30,32,34,36,37
18,12,2022,5,2,5,17,18,25,26,29,33,36,38
19,12,2022,5,4,15,16,17,20,21,23,27,31,38
20,12,2022,5,3,8,10,17,23,26,28,29,33,38
21,12,2022,5,1,4,9,14,16,17,23,28,31,32
22,12,2022,5,2,5,11,14,20,22,24,27,33,36
23,12,2022,5,4,6,10,12,19,20,23,27,29,32
24,12,2022,5,1,16,23,24,25,26,32,33,34,35
25,12,2022,5,9,12,14,17,18,19,23,34,37,38
26,12,2022,5,1,2,9,13,14,34,36,38,40,41
27,12,2022,5,5,6,8,13,15,16,17,19,30,33
28,12,2022,5,9,10,15,16,32,33,34,37,41,47
29,12,2022,5,1,2,8,17,20,23,26,29,34,40
30,12,2022,5,2,13,25,30,34,37,41,42,43,47
31,12,2022,5,7,9,16,18,19,25,27,33,35,40
1,1,2023,5,3,8,10,15,22,23,30,35,38,43
2,1,2023,5,5,8,9,10,12,24,31,36,39,40
3,1,2023,5,5,9,11,15,16,21,25,26,29,38
4,1,2023,5,4,5,6,11,13,14,16,28,30,34
5,1,2023,5,4,6,9,14,15,19,23,27,29,31
6,1,2023,5,3,4,12,17,19,20,23,35,36,39
7,1,2023,5,3,11,13,15,17,18,21,23,25,30
8,1,2023,5,3,6,16,18,23,24,25,26,30,45
9,1,2023,5,9,13,17,19,23,32,45,46,48,52
10,1,2023,5,4,9,13,14,16,21,23,24,26,31
11,1,2023,5,1,11,13,18,22,24,28,39,40,43
12,1,2023,5,13,16,21,22,23,25,28,30,43,45
13,1,2023,5,2,4,10,11,12,25,29,33,35,39
14,1,2023,5,1,2,3,7,9,12,13,29,35,37
15,1,2023,5,2,5,15,17,21,25,28,37,38,41
16,1,2023,5,2,4,5,7,29,34,43,44,45,48
17,1,2023,5,6,8,14,15,17,24,25,32,33,35
18,1,2023,5,4,6,12,14,24,26,30,31,34,40
19,1,2023,5,2,3,5,12,21,26,29,36,38,39
20,1,2023,5,3,5,7,16,22,28,29,34,41,49
21,1,2023,5,2,4,8,18,22,23,28,29,30,32
22,1,2023,5,2,4,5,17,22,28,30,32,33,36
23,1,2023,5,6,7,9,14,22,27,30,38,46,47
24,1,2023,5,10,12,14,21,22,24,25,26,36,39
25,1,2023,5,6,9,11,14,18,21,22,28,30,39
27,1,2023,5,1,6,14,15,18,19,26,28,37,42
28,1,2023,5,1,3,8,12,13,23,26,30,32,36
29,1,2023,5,1,7,22,30,31,32,33,35,39,41
30,1,2023,5,10,16,23,25,31,32,34,49,55,56
31,1,2023,5,1,3,8,21,28,29,36,38,44,45
1,2,2023,5,2,3,6,7,11,12,14,17,26,27
2,2,2023,5,5,19,22,23,31,33,38,44,45,47
3,2,2023,5,1,12,18,21,24,29,34,37,38,40
