Date,Day,Month,Year,data_4th_Digit,OE,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR
2004-3-24,24,3,2004,24,Odd,8.08,4.69,6.39,8.16,5.05,10.86,5.81,6.45
2004-3-27,27,3,2004,4,Odd,9.58,4.26,6.92,9.22,8.42,13.87,5.45,0.14
2004-3-31,31,3,2004,32,Odd,12.42,9.91,11.17,11.75,4.12,14.38,10.27,15.21
2004-4-3,3,4,2004,6,Odd,12.86,10.7,11.78,13.31,6.39,15.99,9.59,0.03
2004-4-7,7,4,2004,4,Even,11.48,7.73,9.6,11.63,7.03,15.4,8.36,0.05
2004-4-10,10,4,2004,3,Odd,11.69,7.81,9.75,12.52,8.8,16.91,8.11,2.71
2004-4-14,14,4,2004,24,Odd,11.09,6.67,8.88,11.15,7.66,14.99,7.33,1.19
2004-4-17,17,4,2004,3,Odd,13.53,12.09,12.81,13.55,4.94,15.69,10.76,14.72
2004-4-21,21,4,2004,29,Odd,14.75,9.0,11.87,15.37,14.3,21.7,7.4,0.02
2004-4-24,24,4,2004,7,Odd,15.34,11.06,13.2,15.75,8.05,20.12,12.06,2.48
2004-4-28,28,4,2004,35,Even,15.07,10.07,12.57,15.37,10.1,20.39,10.29,0.13
2004-5-3,3,5,2004,2,Even,17.23,10.12,13.67,16.98,12.89,24.19,11.3,5.98
2004-5-5,5,5,2004,2,Even,13.88,11.59,12.74,14.29,4.01,15.8,11.79,18.8
2004-5-8,8,5,2004,3,Odd,11.44,7.46,9.45,12.13,7.81,15.33,7.52,1.77
2004-5-12,12,5,2004,13,Even,16.42,10.66,13.55,16.24,11.15,22.54,11.39,3.84
2004-5-15,15,5,2004,14,Even,17.07,9.12,13.09,18.07,11.25,22.86,11.62,0.47
2004-5-19,19,5,2004,9,Odd,17.17,9.59,13.38,18.22,15.03,24.9,9.87,0.0
2004-5-22,22,5,2004,14,Even,17.08,12.65,14.87,18.75,8.66,21.56,12.9,0.06
2004-5-26,26,5,2004,26,Even,17.53,10.01,13.77,18.34,12.3,23.55,11.24,0.0
2004-5-29,29,5,2004,1,Even,16.98,11.56,14.27,17.98,9.78,22.03,12.26,0.81
2004-6-3,3,6,2004,13,Odd,18.06,13.94,16.0,18.38,8.61,22.27,13.66,9.63
2004-6-5,5,6,2004,29,Odd,18.86,13.19,16.02,19.8,11.36,24.43,13.08,2.18
2004-6-9,9,6,2004,1,Odd,22.98,13.76,18.37,23.56,14.05,29.68,15.63,0.0
2004-6-12,12,6,2004,38,Odd,22.6,14.26,18.43,22.95,10.72,27.97,17.25,0.0
2004-6-16,16,6,2004,20,Odd,20.01,12.15,16.08,21.51,11.76,25.91,14.15,0.0
2004-6-19,19,6,2004,4,Even,21.4,16.4,18.9,22.38,10.71,26.56,15.86,0.0
2004-6-23,23,6,2004,11,Even,23.07,14.09,18.58,23.87,12.55,29.4,16.86,0.0
2004-6-26,26,6,2004,18,Odd,23.55,16.09,19.82,24.98,12.73,29.7,16.97,0.0
2004-6-30,30,6,2004,10,Odd,25.18,17.6,21.39,26.62,10.27,30.6,20.33,0.06
2004-7-3,3,7,2004,14,Odd,23.68,16.66,20.17,25.41,11.73,29.47,17.74,0.0
2004-7-7,7,7,2004,14,Even,28.58,14.3,21.44,28.83,10.41,33.94,23.54,0.0
2004-7-10,10,7,2004,13,Even,23.06,12.69,17.87,24.48,11.23,28.61,17.37,0.0
2004-7-14,14,7,2004,8,Even,22.43,9.44,15.94,24.41,13.41,28.48,15.06,0.66
2004-7-17,17,7,2004,29,Even,25.58,11.62,18.6,26.8,11.54,31.54,20.0,0.0
2004-7-21,21,7,2004,8,Even,27.38,12.73,20.05,28.51,11.5,33.55,22.05,0.0
2004-7-24,24,7,2004,5,Odd,28.18,14.83,21.51,29.73,12.99,35.43,22.44,0.01
2004-7-28,28,7,2004,2,Odd,23.89,11.37,17.62,26.14,13.5,30.48,16.99,0.03
2004-7-31,31,7,2004,17,Even,26.55,15.73,21.14,28.37,13.96,33.44,19.49,0.0
2004-8-4,4,8,2004,12,Even,25.33,18.19,21.76,27.12,10.16,30.42,20.26,0.31
2004-8-7,7,8,2004,8,Odd,24.58,17.77,21.17,26.71,10.48,30.13,19.65,0.09
2004-8-11,11,8,2004,6,Even,27.21,19.38,23.3,28.98,10.59,32.98,22.38,0.0
2004-8-14,14,8,2004,29,Odd,25.76,16.33,21.05,27.76,11.4,31.61,20.21,0.01
2004-8-18,18,8,2004,4,Odd,24.76,16.95,20.86,26.25,11.93,30.88,18.95,0.0
2004-8-21,21,8,2004,32,Even,24.47,15.25,19.86,25.96,9.28,29.28,20.0,0.0
2004-8-25,25,8,2004,1,Even,24.73,17.08,20.9,26.18,10.51,30.21,19.7,0.16
2004-8-28,28,8,2004,18,Odd,23.57,14.12,18.84,25.29,12.02,30.17,18.15,0.0
2004-9-1,1,9,2004,5,Odd,23.39,17.72,20.55,25.23,9.43,28.6,19.17,0.01
2004-9-4,4,9,2004,35,Odd,26.98,14.13,20.56,27.9,15.28,34.7,19.42,0.0
2004-9-8,8,9,2004,41,Odd,23.12,7.2,15.16,24.74,14.84,30.79,15.95,0.0
2004-9-11,11,9,2004,16,Odd,22.82,16.44,19.63,24.46,12.1,28.94,16.83,0.0
2004-9-15,15,9,2004,8,Odd,22.12,20.36,21.24,21.97,5.38,24.7,19.32,4.07
2004-9-18,18,9,2004,2,Odd,21.47,14.55,18.01,22.56,10.68,27.01,16.33,2.26
2004-9-22,22,9,2004,11,Even,21.37,15.66,18.51,23.02,9.8,27.22,17.41,0.09
2004-9-25,25,9,2004,2,Even,15.7,6.85,11.28,16.94,9.2,21.26,12.05,0.96
2004-9-29,29,9,2004,2,Odd,18.26,9.27,13.76,18.98,11.94,24.98,13.05,0.0
2004-10-2,2,10,2004,9,Even,20.02,14.99,17.51,20.85,9.76,26.06,16.3,0.09
2004-10-6,6,10,2004,3,Even,20.14,14.94,17.54,20.89,10.22,26.05,15.83,0.0
2004-10-9,9,10,2004,7,Odd,20.34,16.43,18.39,20.69,8.66,24.85,16.19,0.43
2004-10-13,13,10,2004,19,Odd,15.9,12.03,13.97,16.15,5.52,18.46,12.94,6.2
2004-10-16,16,10,2004,12,Odd,16.5,12.06,14.28,16.8,5.22,19.64,14.42,10.2
2004-10-20,20,10,2004,13,Even,19.63,17.01,18.32,19.98,8.66,24.65,15.99,0.01
2004-10-23,23,10,2004,12,Even,19.56,15.11,17.33,19.18,9.18,25.01,15.83,0.06
2004-10-27,27,10,2004,10,Even,16.8,14.3,15.55,16.98,5.79,20.04,14.25,3.83
2004-10-30,30,10,2004,4,Even,19.46,17.33,18.4,19.23,6.13,22.59,16.47,4.58
2004-11-3,3,11,2004,24,Even,20.37,12.58,16.48,19.15,9.3,25.81,16.51,0.02
2004-11-6,6,11,2004,13,Odd,16.61,13.78,15.19,15.85,5.79,20.23,14.44,1.24
2004-11-10,10,11,2004,15,Odd,10.85,7.71,9.28,10.89,4.09,13.28,9.19,16.98
2004-11-13,13,11,2004,2,Even,15.55,12.22,13.88,14.99,6.63,19.54,12.9,1.2
2004-11-17,17,11,2004,19,Odd,9.53,4.87,7.2,8.48,12.74,16.38,3.64,0.0
2004-11-20,20,11,2004,29,Even,7.69,0.42,4.05,7.41,10.72,14.05,3.33,0.01
2004-11-24,24,11,2004,43,Odd,11.34,6.92,9.13,10.66,10.82,17.4,6.57,0.02
2004-11-27,27,11,2004,27,Odd,11.37,10.44,10.9,10.63,4.52,13.52,9.01,17.63
2004-12-1,1,12,2004,3,Odd,12.18,11.05,11.62,11.31,5.45,14.9,9.44,10.37
2004-12-4,4,12,2004,20,Even,12.66,11.32,11.99,11.62,3.15,14.4,11.25,10.55
2004-12-9,9,12,2004,6,Even,13.02,10.93,11.98,11.83,3.64,15.16,11.53,1.02
2004-12-11,11,12,2004,8,Even,10.89,6.86,8.87,9.87,10.07,17.32,7.24,0.0
2004-12-15,15,12,2004,3,Odd,10.29,5.3,7.8,8.15,7.96,14.9,6.94,0.03
2004-12-18,18,12,2004,11,Even,8.29,5.47,6.87,7.98,7.76,11.23,3.47,4.16
2004-12-22,22,12,2004,14,Odd,4.12,0.15,2.13,4.36,9.36,9.74,0.39,0.01
2004-12-27,27,12,2004,4,Even,9.87,7.26,8.56,9.25,3.77,11.45,7.69,31.24
2004-12-29,29,12,2004,2,Even,7.01,5.01,6.01,6.66,4.54,9.44,4.91,3.29
2005-1-3,3,1,2005,10,Odd,5.23,1.75,3.49,4.29,9.64,10.91,1.26,0.24
2005-1-5,5,1,2005,51,Odd,7.0,3.44,5.23,4.18,8.88,12.09,3.22,0.0
2005-1-8,8,1,2005,11,Even,7.82,4.24,6.03,5.05,8.23,12.91,4.68,0.0
2005-1-12,12,1,2005,2,Even,7.28,4.57,5.93,6.62,6.88,11.17,4.28,0.04
2005-1-15,15,1,2005,14,Even,4.07,-0.49,1.8,3.62,10.26,10.31,0.05,0.0
2005-1-19,19,1,2005,7,Even,7.42,4.12,5.76,7.11,5.8,10.75,4.95,9.98
2005-1-22,22,1,2005,15,Odd,8.51,5.4,6.96,7.62,11.65,13.9,2.26,0.0
2005-1-26,26,1,2005,1,Even,2.02,-1.74,0.15,1.99,5.85,5.44,-0.42,2.61
2005-1-29,29,1,2005,1,Odd,1.34,-0.58,0.38,1.55,4.49,3.76,-0.74,1.0
2005-2-2,2,2,2005,28,Odd,2.83,-2.45,0.19,2.17,9.16,8.28,-0.88,0.02
2005-2-5,5,2,2005,45,Odd,1.31,-4.17,-1.43,1.31,10.02,7.55,-2.48,0.01
2005-2-9,9,2,2005,23,Odd,4.06,-1.12,1.48,3.88,12.45,11.33,-1.13,0.01
2005-2-12,12,2,2005,13,Even,8.33,7.64,7.99,7.9,6.73,11.58,4.84,0.51
2005-2-16,16,2,2005,6,Odd,3.23,-1.01,1.11,3.43,8.98,8.04,-0.95,0.14
2005-2-19,19,2,2005,22,Even,4.94,0.74,2.84,4.54,7.91,9.33,1.43,1.8
2005-2-23,23,2,2005,8,Odd,4.39,1.98,3.19,3.71,5.27,7.8,2.54,11.91
2005-2-26,26,2,2005,4,Even,4.4,1.86,3.13,4.05,6.99,8.59,1.6,3.78
2005-3-2,2,3,2005,15,Even,0.97,-5.2,-2.12,1.83,10.92,6.85,-4.07,0.03
2005-3-5,5,3,2005,19,Odd,4.54,0.95,2.74,4.86,8.59,8.28,-0.31,3.51
2005-3-9,9,3,2005,26,Odd,5.79,-0.4,2.69,4.64,10.22,11.23,1.01,0.22
2005-3-12,12,3,2005,2,Even,7.66,5.06,6.37,7.63,8.27,11.33,3.05,1.38
2005-3-16,16,3,2005,4,Odd,12.0,6.08,9.04,10.9,11.8,18.64,6.84,0.0
2005-3-19,19,3,2005,12,Even,12.27,6.19,9.23,11.12,11.0,18.35,7.35,0.0
2005-3-23,23,3,2005,11,Even,12.33,9.33,10.83,11.9,7.01,16.63,9.62,0.4
2005-3-26,26,3,2005,42,Odd,14.05,11.31,12.69,13.98,9.2,19.48,10.26,0.13
2005-3-30,30,3,2005,6,Odd,13.05,9.49,11.27,12.9,7.37,16.85,9.48,1.46
2005-4-2,2,4,2005,7,Odd,11.95,4.69,8.32,12.23,9.92,16.85,6.93,0.15
2005-4-6,6,4,2005,28,Odd,12.66,6.83,9.75,13.15,12.89,19.37,6.48,0.0
2005-4-9,9,4,2005,29,Odd,12.44,10.59,11.51,12.7,4.15,13.75,9.6,19.39
2005-4-13,13,4,2005,1,Odd,11.47,6.05,8.76,12.38,10.84,17.51,6.68,0.06
2005-4-16,16,4,2005,5,Even,10.91,7.69,9.3,11.3,6.47,14.08,7.62,11.82
2005-4-20,20,4,2005,19,Odd,11.27,7.79,9.53,11.57,7.46,14.94,7.48,1.88
2005-4-23,23,4,2005,1,Even,11.87,7.07,9.48,12.37,10.82,17.33,6.51,0.0
2005-4-27,27,4,2005,13,Odd,16.08,8.76,12.42,16.1,11.81,22.64,10.83,0.02
2005-4-30,30,4,2005,16,Odd,19.01,11.76,15.39,19.53,12.31,25.77,13.46,0.0
2005-5-4,4,5,2005,1,Odd,16.94,11.98,14.47,17.37,10.15,22.4,12.26,0.05
2005-5-7,7,5,2005,6,Even,15.82,8.82,12.32,16.54,12.27,22.12,9.85,0.08
2005-5-11,11,5,2005,5,Odd,18.73,13.15,15.94,19.56,11.67,24.81,13.13,0.05
2005-5-14,14,5,2005,6,Odd,18.69,14.76,16.73,18.9,7.52,22.74,15.22,0.24
2005-5-18,18,5,2005,5,Even,15.87,12.19,14.03,16.94,5.65,18.59,12.94,6.59
2005-5-21,21,5,2005,4,Odd,18.67,7.6,13.14,19.16,14.46,25.73,11.26,0.0
2005-5-25,25,5,2005,17,Odd,20.23,11.62,15.93,20.71,14.27,27.54,13.26,0.03
2005-5-28,28,5,2005,2,Odd,24.26,14.88,19.58,24.46,11.98,30.23,18.25,1.72
2005-6-1,1,6,2005,3,Odd,21.98,15.51,18.74,23.07,9.34,27.56,18.23,0.11
2005-6-4,4,6,2005,15,Odd,22.29,15.46,18.87,23.08,10.02,27.4,17.38,0.0
2005-6-8,8,6,2005,6,Odd,16.12,6.7,11.4,17.35,10.82,21.35,10.53,7.39
2005-6-11,11,6,2005,22,Even,17.32,9.15,13.23,18.78,8.84,21.98,13.15,0.0
2005-6-15,15,6,2005,6,Even,21.19,16.73,18.95,22.0,8.51,25.35,16.84,7.46
2005-6-18,18,6,2005,7,Even,24.6,15.34,19.98,26.09,13.08,30.98,17.9,0.02
2005-6-21,21,6,2005,10,Odd,24.07,12.48,18.28,25.31,15.09,30.81,15.72,0.0
2005-6-23,23,6,2005,9,Even,25.55,16.12,20.83,26.69,13.1,32.26,19.16,0.0
2005-6-25,25,6,2005,4,Even,26.1,17.76,21.94,27.48,11.98,32.22,20.24,0.0
2005-6-28,28,6,2005,6,Even,28.45,16.4,22.43,29.36,12.25,34.7,22.45,0.0
2005-6-30,30,6,2005,6,Odd,26.03,19.15,22.59,27.95,9.88,31.13,21.24,0.0
2005-7-2,2,7,2005,1,Even,25.12,12.28,18.7,26.38,13.9,31.85,17.95,0.07
2005-7-5,5,7,2005,33,Odd,24.26,15.89,20.08,25.75,9.74,29.68,19.94,0.01
2005-7-7,7,7,2005,17,Odd,22.84,15.01,18.93,25.01,11.45,28.55,17.11,0.0
2005-7-9,9,7,2005,2,Odd,22.32,14.5,18.41,24.48,10.24,27.92,17.68,0.09
2005-7-12,12,7,2005,5,Odd,23.37,12.55,17.96,24.83,12.63,29.23,16.6,0.62
2005-7-14,14,7,2005,8,Odd,24.88,11.82,18.35,26.5,15.57,32.27,16.7,0.0
2005-7-16,16,7,2005,8,Even,26.83,12.27,19.55,28.17,14.66,34.49,19.83,0.0
2005-7-19,19,7,2005,2,Odd,26.64,15.73,21.19,28.57,11.26,32.51,21.26,0.49
2005-7-21,21,7,2005,2,Even,25.41,15.32,20.37,27.83,12.24,31.97,19.72,0.01
2005-7-23,23,7,2005,41,Odd,24.69,16.79,20.74,27.44,10.08,30.46,20.38,0.03
2005-7-26,26,7,2005,3,Even,26.99,14.82,20.9,27.87,12.58,33.8,21.22,0.0
2005-7-28,28,7,2005,8,Even,30.15,13.55,21.85,31.58,14.98,38.08,23.09,0.0
2005-7-30,30,7,2005,25,Even,29.12,13.51,21.31,30.48,12.23,35.94,23.72,0.01
2005-8-2,2,8,2005,24,Even,26.25,15.37,20.81,26.94,10.94,32.42,21.48,0.4
2005-8-4,4,8,2005,24,Odd,24.23,14.33,19.27,25.8,11.7,30.56,18.86,0.48
2005-8-6,6,8,2005,1,Even,23.83,9.66,16.75,25.67,17.58,32.56,14.98,0.0
2005-8-9,9,8,2005,3,Even,23.58,11.68,17.63,25.81,12.79,30.03,17.24,0.0
2005-8-11,11,8,2005,3,Odd,24.41,17.89,21.15,24.63,7.55,28.38,20.83,0.18
2005-8-13,13,8,2005,7,Odd,25.24,18.05,21.65,27.69,10.1,30.91,20.81,0.24
2005-8-16,16,8,2005,18,Odd,22.3,9.74,16.01,24.35,14.53,29.1,14.57,0.81
2005-8-18,18,8,2005,3,Odd,24.63,13.85,19.24,26.05,12.73,31.67,18.94,0.0
2005-8-20,20,8,2005,24,Even,23.43,17.71,20.57,25.07,9.08,28.36,19.28,0.63
2005-8-23,23,8,2005,7,Even,21.02,14.72,17.87,23.04,10.04,26.06,16.02,0.42
2005-8-25,25,8,2005,7,Even,22.52,15.56,19.05,24.54,10.98,29.01,18.03,0.03
2005-8-27,27,8,2005,11,Odd,23.68,14.83,19.26,25.43,11.11,29.82,18.71,0.0
2005-8-30,30,8,2005,10,Odd,23.86,16.87,20.37,24.03,7.88,27.83,19.95,3.07
2005-9-1,1,9,2005,9,Odd,25.19,16.42,20.8,26.55,11.84,31.42,19.58,0.18
2005-9-3,3,9,2005,3,Even,26.45,15.87,21.16,27.64,13.25,33.2,19.95,1.08
2005-9-6,6,9,2005,13,Even,22.81,14.93,18.87,24.12,11.22,28.54,17.33,0.06
2005-9-8,8,9,2005,42,Even,23.49,17.09,20.29,23.44,8.71,28.16,19.45,1.72
2005-9-10,10,9,2005,20,Odd,22.3,16.88,19.58,23.23,8.7,27.36,18.66,3.7
2005-9-13,13,9,2005,18,Even,22.01,14.61,18.31,22.05,9.34,26.84,17.51,0.12
2005-9-15,15,9,2005,19,Even,22.06,11.91,16.98,22.86,15.06,29.98,14.9,0.03
2005-9-17,17,9,2005,13,Even,20.83,17.61,19.23,21.08,4.73,23.65,18.91,11.76
2005-9-20,20,9,2005,37,Odd,18.8,13.58,16.19,19.44,9.03,23.94,14.9,3.51
2005-9-22,22,9,2005,18,Even,17.98,13.86,15.92,18.72,7.22,22.03,14.81,9.1
2005-9-24,24,9,2005,4,Even,19.15,12.66,15.9,20.39,11.55,25.17,13.61,0.19
2005-9-27,27,9,2005,12,Even,20.15,14.48,17.31,20.48,8.89,24.94,16.05,0.04
2005-9-29,29,9,2005,12,Even,19.52,15.58,17.55,20.21,7.27,23.95,16.68,3.02
2005-10-1,1,10,2005,44,Odd,15.24,5.86,10.55,15.81,12.23,21.96,9.73,0.0
2005-10-4,4,10,2005,5,Even,16.44,11.85,14.15,17.09,6.77,20.39,13.62,8.81
2005-10-6,6,10,2005,5,Odd,14.69,11.86,13.27,14.24,7.05,18.11,11.06,7.31
2005-10-8,8,10,2005,15,Odd,14.26,12.63,13.44,14.44,4.82,17.19,12.37,26.88
2005-10-11,11,10,2005,10,Odd,16.72,11.93,14.33,16.33,8.26,20.8,12.55,2.38
2005-10-13,13,10,2005,14,Odd,15.8,12.69,14.25,15.67,8.68,20.51,11.83,1.52
2005-10-15,15,10,2005,13,Even,17.69,12.15,14.91,17.0,10.55,23.69,13.14,0.03
2005-10-18,18,10,2005,3,Odd,14.92,8.05,11.48,15.5,10.12,20.53,10.41,0.08
2005-10-20,20,10,2005,7,Odd,17.4,16.73,17.07,17.11,5.17,19.44,14.27,24.95
2005-10-22,22,10,2005,24,Odd,17.35,16.11,16.73,16.8,5.42,20.37,14.95,0.81
2005-10-25,25,10,2005,17,Odd,17.9,12.99,15.44,17.34,10.09,23.81,13.73,0.04
2005-10-27,27,10,2005,17,Odd,17.38,12.37,14.88,16.37,9.56,23.03,13.48,0.02
2005-10-29,29,10,2005,3,Even,16.96,9.97,13.47,15.07,10.15,22.93,12.78,0.03
2005-11-2,2,11,2005,5,Even,16.88,14.01,15.45,16.62,8.88,21.68,12.8,5.72
2005-11-3,3,11,2005,9,Odd,15.51,11.16,13.33,14.64,9.46,20.88,11.43,0.0
2005-11-5,5,11,2005,13,Odd,16.23,15.28,15.75,15.9,5.6,19.19,13.58,2.91
2005-11-8,8,11,2005,1,Odd,14.23,10.18,12.2,14.05,12.01,20.98,8.98,0.24
2005-11-10,10,11,2005,3,Even,14.88,10.33,12.61,13.89,9.89,20.8,10.91,0.11
2005-11-12,12,11,2005,11,Even,13.26,9.3,11.28,12.38,9.71,18.88,9.18,0.04
2005-11-15,15,11,2005,48,Odd,14.55,12.3,13.42,13.82,6.95,17.74,10.79,23.84
2005-11-17,17,11,2005,20,Odd,13.02,10.8,11.91,12.72,5.31,16.02,10.72,3.98
2005-11-19,19,11,2005,12,Even,5.88,0.52,3.2,5.98,9.2,11.19,1.98,0.21
2005-11-22,22,11,2005,4,Even,5.68,1.66,3.67,5.77,4.77,8.9,4.12,5.89
2005-11-24,24,11,2005,25,Even,3.84,1.6,2.73,4.1,6.34,7.46,1.11,1.17
2005-11-26,26,11,2005,23,Odd,11.87,9.46,10.66,11.15,1.18,12.58,11.4,33.48
2005-11-29,29,11,2005,1,Even,8.39,6.35,7.37,7.07,6.58,10.71,4.14,15.11
2005-12-1,1,12,2005,22,Even,6.65,4.12,5.38,6.19,5.51,10.26,4.75,0.43
2005-12-3,3,12,2005,24,Even,12.22,10.98,11.6,11.53,3.79,14.15,10.37,27.35
2005-12-6,6,12,2005,18,Odd,9.51,7.44,8.48,9.12,4.43,11.66,7.23,14.73
2005-12-9,9,12,2005,15,Even,7.27,5.75,6.51,6.96,2.16,8.19,6.04,25.61
2005-12-10,10,12,2005,20,Even,6.66,3.08,4.87,6.21,7.82,11.15,3.33,0.66
2005-12-13,13,12,2005,52,Even,7.76,5.38,6.57,7.16,7.61,11.3,3.69,0.32
2005-12-15,15,12,2005,6,Odd,6.94,4.97,5.95,6.44,6.45,9.49,3.05,0.6
2005-12-17,17,12,2005,20,Even,9.03,6.91,7.98,8.32,8.55,12.96,4.42,1.67
2005-12-20,20,12,2005,1,Odd,3.58,-1.06,1.26,1.93,8.86,8.9,0.05,0.14
2005-12-22,22,12,2005,9,Even,4.69,0.58,2.63,2.94,9.01,10.11,1.1,0.0
2005-12-24,24,12,2005,26,Even,6.19,2.42,4.3,4.55,8.21,10.46,2.25,0.0
2005-12-27,27,12,2005,3,Odd,8.43,7.41,7.92,7.94,3.86,10.38,6.51,11.17
2005-12-29,29,12,2005,3,Even,3.4,0.38,1.89,2.71,3.76,5.4,1.65,4.63
2005-12-31,31,12,2005,57,Even,6.6,5.21,5.9,5.27,8.54,10.3,1.76,2.26
2006-1-3,3,1,2006,13,Even,6.69,4.64,5.66,6.12,6.58,10.19,3.62,7.7
2006-1-5,5,1,2006,8,Even,6.19,2.3,4.25,5.3,7.1,10.59,3.49,0.11
2006-1-7,7,1,2006,43,Odd,4.68,-0.09,2.3,3.35,9.59,10.55,0.97,0.0
2006-1-10,10,1,2006,54,Odd,5.41,0.19,2.8,3.51,8.62,10.63,2.01,0.0
2006-1-12,12,1,2006,26,Odd,3.82,-0.37,1.73,2.94,11.05,10.7,-0.35,0.0
2006-1-14,14,1,2006,30,Even,3.53,-2.24,0.65,1.89,8.43,8.02,-0.41,0.0
2006-1-17,17,1,2006,26,Odd,4.99,3.01,4.0,4.29,9.4,9.89,0.49,2.1
2006-1-19,19,1,2006,25,Odd,6.76,2.95,4.86,5.71,9.56,11.94,2.38,0.06
2006-1-21,21,1,2006,7,Odd,6.23,2.94,4.58,4.83,8.35,10.68,2.33,0.02
2006-1-24,24,1,2006,11,Odd,0.55,-4.38,-1.92,0.55,7.9,5.28,-2.62,0.01
2006-1-26,26,1,2006,9,Odd,2.51,-0.05,1.23,2.09,7.06,6.12,-0.94,1.07
2006-1-28,28,1,2006,25,Even,8.5,7.21,7.86,7.83,6.68,12.35,5.67,0.74
2006-1-31,31,1,2006,34,Even,9.83,5.37,7.6,8.9,12.36,16.71,4.35,0.01
2006-2-2,2,2,2006,3,Even,8.86,4.17,6.51,6.71,10.84,14.88,4.03,0.0
2006-2-4,4,2,2006,13,Even,8.74,5.94,7.34,8.15,5.11,11.58,6.47,0.3
2006-2-7,7,2,2006,11,Odd,1.13,-4.83,-1.85,0.98,10.75,7.58,-3.17,0.0
2006-2-9,9,2,2006,7,Odd,7.24,4.04,5.64,5.98,7.62,11.5,3.88,0.14
2006-2-11,11,2,2006,1,Even,4.53,-1.46,1.53,4.19,11.91,11.63,-0.27,0.0
2006-2-14,14,2,2006,8,Even,4.55,-1.88,1.33,3.37,10.47,10.47,0.0,0.0
2006-2-16,16,2,2006,5,Even,9.15,8.62,8.88,8.76,2.58,10.43,7.85,11.15
2006-2-18,18,2,2006,34,Even,8.73,7.26,7.99,8.43,9.28,13.48,4.2,0.0
2006-2-21,21,2,2006,20,Even,8.09,6.65,7.37,7.72,2.39,9.39,7.0,22.91
2006-2-23,23,2,2006,17,Even,7.51,5.0,6.26,6.87,5.34,10.1,4.76,7.37
2006-2-25,25,2,2006,3,Even,7.63,5.19,6.41,8.23,7.28,11.32,4.03,0.98
2006-2-28,28,2,2006,3,Odd,6.73,2.49,4.61,6.87,7.73,11.01,3.27,0.42
2006-3-2,2,3,2006,4,Even,6.59,1.98,4.28,6.29,7.49,11.0,3.51,0.21
2006-3-4,4,3,2006,17,Odd,10.06,8.69,9.38,9.92,7.02,13.98,6.95,0.0
2006-3-7,7,3,2006,1,Even,2.45,-2.21,0.12,2.59,7.73,6.7,-1.03,0.16
2006-3-9,9,3,2006,10,Odd,8.2,6.69,7.45,7.92,10.85,13.12,2.26,2.13
2006-3-11,11,3,2006,26,Odd,7.6,4.23,5.91,7.14,5.29,10.15,4.86,4.86
2006-3-14,14,3,2006,15,Odd,5.69,0.44,3.06,6.39,12.78,12.89,0.11,0.0
2006-3-16,16,3,2006,8,Even,8.09,6.55,7.32,7.65,3.84,10.26,6.4,19.21
2006-3-18,18,3,2006,41,Odd,8.08,4.01,6.05,7.9,9.52,12.61,3.09,0.04
2006-3-21,21,3,2006,7,Odd,11.3,9.02,10.16,11.08,7.56,16.24,8.69,1.56
2006-3-23,23,3,2006,10,Even,10.03,7.28,8.65,10.24,9.64,14.95,5.3,3.96
2006-3-25,25,3,2006,16,Odd,11.16,8.24,9.7,11.4,7.42,15.36,7.93,0.9
2006-3-28,28,3,2006,24,Even,12.78,10.47,11.62,12.93,8.14,17.04,8.9,0.02
2006-3-30,30,3,2006,1,Even,11.8,6.73,9.26,11.43,11.3,17.42,6.12,0.01
2006-4-1,1,4,2006,15,Odd,13.7,8.86,11.28,13.9,12.0,20.18,8.18,0.0
2006-4-4,4,4,2006,13,Even,12.95,5.61,9.28,13.37,13.87,20.63,6.76,0.02
2006-4-6,6,4,2006,13,Odd,14.19,11.09,12.65,15.1,9.18,18.94,9.76,0.5
2006-4-8,8,4,2006,16,Odd,11.8,4.15,7.97,11.8,12.44,18.38,5.94,0.03
2006-4-11,11,4,2006,16,Even,11.0,7.01,9.01,11.71,8.07,14.22,6.15,0.44
2006-4-13,13,4,2006,27,Even,10.66,4.48,7.57,10.65,10.77,15.7,4.94,0.56
2006-4-15,15,4,2006,10,Odd,13.01,7.73,10.37,13.07,12.1,19.1,7.0,0.03
2006-4-18,18,4,2006,1,Even,15.74,11.58,13.65,15.96,9.98,21.75,11.76,9.19
2006-4-20,20,4,2006,32,Even,15.8,10.57,13.19,16.48,10.25,21.17,10.92,0.02
2006-4-22,22,4,2006,16,Even,15.69,8.49,12.08,16.24,13.32,22.49,9.17,0.07
2006-4-26,26,4,2006,13,Odd,15.75,11.97,13.86,16.37,6.05,19.31,13.26,2.15
2006-4-27,27,4,2006,8,Odd,14.92,11.89,13.4,15.73,6.16,18.58,12.42,5.68
2006-4-29,29,4,2006,12,Even,14.24,11.85,13.05,14.67,5.23,17.04,11.8,8.32
2006-5-2,2,5,2006,22,Odd,15.73,9.56,12.65,16.62,11.09,21.62,10.54,0.18
2006-5-4,4,5,2006,11,Even,17.9,9.74,13.83,18.74,13.48,24.14,10.66,0.05
2006-5-6,6,5,2006,19,Odd,16.03,10.47,13.25,16.87,6.38,19.3,12.92,0.71
2006-5-9,9,5,2006,16,Even,14.65,11.18,12.91,15.17,6.8,17.95,11.15,8.88
